0xC6D8	0x00A8
0xA05F	0xE5EB
0x92C9	0xE5EC
0x92CA	0xE5ED
0x92CB	0xE5EE
0x92CC	0xE5EF
0x92CD	0xE5F0
0x92CE	0xE5F1
0x92CF	0xE5F2
0x92D0	0xE5F3
0x92D2	0xE5F5
0x92D3	0xE5F6
0x92D4	0xE5F7
0x92D5	0xE5F8
0x92D6	0xE5F9
0x92D7	0xE5FA
0x92D8	0xE5FB
0x92D9	0xE5FC
0x92DA	0xE5FD
0x92DB	0xE5FE
0x92DC	0xE5FF
0x92DD	0xE600
0x92DE	0xE601
0x92DF	0xE602
0x92E0	0xE603
0x92E1	0xE604
0x92E2	0xE605
0x92E3	0xE606
0x92E4	0xE607
0x92E5	0xE608
0x92E6	0xE609
0x92E7	0xE60A
0x92E8	0xE60B
0x92E9	0xE60C
0x92EA	0xE60D
0x92EB	0xE60E
0x92EC	0xE60F
0x92ED	0xE610
0x92EE	0xE611
0x92EF	0xE612
0x92F0	0xE613
0x92F1	0xE614
0x92F2	0xE615
0x92F3	0xE616
0x92F4	0xE617
0x92F5	0xE618
0x92F6	0xE619
0x92F7	0xE61A
0x92F8	0xE61B
0x92F9	0xE61C
0x92FA	0xE61D
0x92FB	0xE61E
0x92FC	0xE61F
0x92FD	0xE620
0x92FE	0xE621
0x9340	0xE622
0x9341	0xE623
0x9342	0xE624
0x9343	0xE625
0x9344	0xE626
0x9345	0xE627
0x9346	0xE628
0x9347	0xE629
0x9348	0xE62A
0x9349	0xE62B
0x934A	0xE62C
0x934B	0xE62D
0x934C	0xE62E
0x934D	0xE62F
0x934E	0xE630
0x934F	0xE631
0x9350	0xE632
0x9351	0xE633
0x9352	0xE634
0x9353	0xE635
0x9354	0xE636
0x9355	0xE637
0x9356	0xE638
0x9357	0xE639
0x9358	0xE63A
0x9359	0xE63B
0x935A	0xE63C
0x935B	0xE63D
0x935C	0xE63E
0x935D	0xE63F
0x935E	0xE640
0x935F	0xE641
0x9360	0xE642
0x9361	0xE643
0x9362	0xE644
0x9363	0xE645
0x9364	0xE646
0x9365	0xE647
0x9366	0xE648
0x9367	0xE649
0x9368	0xE64A
0x9369	0xE64B
0x936A	0xE64C
0x936B	0xE64D
0x936C	0xE64E
0x936D	0xE64F
0x936E	0xE650
0x936F	0xE651
0x9370	0xE652
0x9371	0xE653
0x9372	0xE654
0x9373	0xE655
0x9374	0xE656
0x9375	0xE657
0x9376	0xE658
0x9377	0xE659
0x9378	0xE65A
0x9379	0xE65B
0x937A	0xE65C
0x937B	0xE65D
0x937C	0xE65E
0x937D	0xE65F
0x937E	0xE660
0x93A1	0xE661
0x93A2	0xE662
0x93A3	0xE663
0x93A4	0xE664
0x93A5	0xE665
0x93A6	0xE666
0x93A7	0xE667
0x93A8	0xE668
0x93A9	0xE669
0x93AA	0xE66A
0x93AB	0xE66B
0x93AC	0xE66C
0x93AD	0xE66D
0x93AE	0xE66E
0x93AF	0xE66F
0x93B0	0xE670
0x93B1	0xE671
0x93B2	0xE672
0x93B3	0xE673
0x93B4	0xE674
0x93B5	0xE675
0x93B6	0xE676
0x93B7	0xE677
0x93B8	0xE678
0x93B9	0xE679
0x93BA	0xE67A
0x93BB	0xE67B
0x93BC	0xE67C
0x93BD	0xE67D
0x93BE	0xE67E
0x93BF	0xE67F
0x93C0	0xE680
0x93C1	0xE681
0x93C2	0xE682
0x93C3	0xE683
0x93C4	0xE684
0x93C5	0xE685
0x93C6	0xE686
0x93C7	0xE687
0x93C8	0xE688
0x93C9	0xE689
0x93CA	0xE68A
0x93CB	0xE68B
0x93CC	0xE68C
0x93CD	0xE68D
0x93CE	0xE68E
0x93CF	0xE68F
0x93D0	0xE690
0x93D1	0xE691
0x93D2	0xE692
0x93D3	0xE693
0x93D4	0xE694
0x93D5	0xE695
0x93D6	0xE696
0x93D7	0xE697
0x93D8	0xE698
0x93D9	0xE699
0x93DA	0xE69A
0x93DB	0xE69B
0x93DC	0xE69C
0x93DD	0xE69D
0x93DE	0xE69E
0x93DF	0xE69F
0x93E0	0xE6A0
0x93E1	0xE6A1
0x93E2	0xE6A2
0x93E3	0xE6A3
0x93E4	0xE6A4
0x93E5	0xE6A5
0x93E6	0xE6A6
0x93E7	0xE6A7
0x93E8	0xE6A8
0x93E9	0xE6A9
0x93EA	0xE6AA
0x93EB	0xE6AB
0x93EC	0xE6AC
0x93ED	0xE6AD
0x93EE	0xE6AE
0x93EF	0xE6AF
0x93F0	0xE6B0
0x93F1	0xE6B1
0x93F2	0xE6B2
0x93F3	0xE6B3
0x93F4	0xE6B4
0x93F5	0xE6B5
0x93F6	0xE6B6
0x93F7	0xE6B7
0x93F8	0xE6B8
0x93F9	0xE6B9
0x93FA	0xE6BA
0x93FB	0xE6BB
0x93FC	0xE6BC
0x93FD	0xE6BD
0x93FE	0xE6BE
0x9440	0xE6BF
0x9441	0xE6C0
0x9442	0xE6C1
0x9443	0xE6C2
0x9444	0xE6C3
0x9445	0xE6C4
0x9446	0xE6C5
0x9448	0xE6C7
0x9449	0xE6C8
0x944A	0xE6C9
0x944B	0xE6CA
0x944C	0xE6CB
0x944D	0xE6CC
0x944E	0xE6CD
0x944F	0xE6CE
0x9450	0xE6CF
0x9451	0xE6D0
0x9452	0xE6D1
0x9453	0xE6D2
0x9454	0xE6D3
0x9455	0xE6D4
0x9456	0xE6D5
0x9457	0xE6D6
0x9458	0xE6D7
0x9459	0xE6D8
0x945A	0xE6D9
0x945B	0xE6DA
0x945C	0xE6DB
0x945D	0xE6DC
0x945E	0xE6DD
0x945F	0xE6DE
0x9460	0xE6DF
0x9461	0xE6E0
0x9462	0xE6E1
0x9463	0xE6E2
0x9464	0xE6E3
0x9465	0xE6E4
0x9466	0xE6E5
0x9467	0xE6E6
0x9468	0xE6E7
0x9469	0xE6E8
0x946A	0xE6E9
0x946B	0xE6EA
0x946C	0xE6EB
0x946D	0xE6EC
0x946E	0xE6ED
0x946F	0xE6EE
0x9470	0xE6EF
0x9471	0xE6F0
0x9472	0xE6F1
0x9473	0xE6F2
0x9474	0xE6F3
0x9475	0xE6F4
0x9476	0xE6F5
0x9477	0xE6F6
0x9478	0xE6F7
0x9479	0xE6F8
0x947A	0xE6F9
0x947B	0xE6FA
0x947C	0xE6FB
0x947D	0xE6FC
0x947E	0xE6FD
0x94A1	0xE6FE
0x94A2	0xE6FF
0x94A3	0xE700
0x94A4	0xE701
0x94A5	0xE702
0x94A6	0xE703
0x94A7	0xE704
0x94A8	0xE705
0x94A9	0xE706
0x94AA	0xE707
0x94AB	0xE708
0x94AC	0xE709
0x94AD	0xE70A
0x94AE	0xE70B
0x94AF	0xE70C
0x94B0	0xE70D
0x94B1	0xE70E
0x94B2	0xE70F
0x94B3	0xE710
0x94B4	0xE711
0x94B5	0xE712
0x94B6	0xE713
0x94B7	0xE714
0x94B8	0xE715
0x94B9	0xE716
0x94BA	0xE717
0x94BB	0xE718
0x94BC	0xE719
0x94BD	0xE71A
0x94BE	0xE71B
0x94BF	0xE71C
0x94C0	0xE71D
0x94C1	0xE71E
0x94C2	0xE71F
0x94C3	0xE720
0x94C4	0xE721
0x94C5	0xE722
0x94C6	0xE723
0x94C7	0xE724
0x94C8	0xE725
0x94C9	0xE726
0x94CB	0xE728
0x94CC	0xE729
0x94CD	0xE72A
0x94CE	0xE72B
0x94CF	0xE72C
0x94D0	0xE72D
0x94D1	0xE72E
0x94D2	0xE72F
0x94D3	0xE730
0x94D4	0xE731
0x94D5	0xE732
0x94D6	0xE733
0x94D7	0xE734
0x94D8	0xE735
0x94D9	0xE736
0x94DA	0xE737
0x94DB	0xE738
0x94DC	0xE739
0x94DD	0xE73A
0x94DE	0xE73B
0x94DF	0xE73C
0x94E0	0xE73D
0x94E1	0xE73E
0x94E2	0xE73F
0x94E3	0xE740
0x94E4	0xE741
0x94E5	0xE742
0x94E6	0xE743
0x94E7	0xE744
0x94E8	0xE745
0x94E9	0xE746
0x94EA	0xE747
0x94EB	0xE748
0x94EC	0xE749
0x94ED	0xE74A
0x94EE	0xE74B
0x94EF	0xE74C
0x94F0	0xE74D
0x94F1	0xE74E
0x94F2	0xE74F
0x94F3	0xE750
0x94F4	0xE751
0x94F5	0xE752
0x94F6	0xE753
0x94F7	0xE754
0x94F8	0xE755
0x94F9	0xE756
0x94FA	0xE757
0x94FB	0xE758
0x94FC	0xE759
0x94FD	0xE75A
0x94FE	0xE75B
0x9540	0xE75C
0x9541	0xE75D
0x9542	0xE75E
0x9543	0xE75F
0x9544	0xE760
0x9545	0xE761
0x9546	0xE762
0x9547	0xE763
0x9548	0xE764
0x9549	0xE765
0x954A	0xE766
0x954B	0xE767
0x954C	0xE768
0x954D	0xE769
0x954E	0xE76A
0x954F	0xE76B
0x9550	0xE76C
0x9551	0xE76D
0x9552	0xE76E
0x9553	0xE76F
0x9554	0xE770
0x9555	0xE771
0x9556	0xE772
0x9557	0xE773
0x9558	0xE774
0x9559	0xE775
0x955A	0xE776
0x955B	0xE777
0x955C	0xE778
0x955D	0xE779
0x955E	0xE77A
0x955F	0xE77B
0x9560	0xE77C
0x9561	0xE77D
0x9562	0xE77E
0x9563	0xE77F
0x9564	0xE780
0x9565	0xE781
0x9566	0xE782
0x9567	0xE783
0x9568	0xE784
0x9569	0xE785
0x956A	0xE786
0x956B	0xE787
0x956C	0xE788
0x956D	0xE789
0x956E	0xE78A
0x956F	0xE78B
0x9570	0xE78C
0x9571	0xE78D
0x9572	0xE78E
0x9573	0xE78F
0x9574	0xE790
0x9575	0xE791
0x9576	0xE792
0x9577	0xE793
0x9578	0xE794
0x9579	0xE795
0x957A	0xE796
0x957B	0xE797
0x957C	0xE798
0x957D	0xE799
0x957E	0xE79A
0x95A1	0xE79B
0x95A2	0xE79C
0x95A3	0xE79D
0x95A4	0xE79E
0x95A5	0xE79F
0x95A6	0xE7A0
0x95A7	0xE7A1
0x95A8	0xE7A2
0x95A9	0xE7A3
0x95AA	0xE7A4
0x95AB	0xE7A5
0x95AC	0xE7A6
0x95AD	0xE7A7
0x95AE	0xE7A8
0x95AF	0xE7A9
0x95B0	0xE7AA
0x95B1	0xE7AB
0x95B2	0xE7AC
0x95B3	0xE7AD
0x95B4	0xE7AE
0x95B5	0xE7AF
0x95B6	0xE7B0
0x95B7	0xE7B1
0x95B8	0xE7B2
0x95B9	0xE7B3
0x95BA	0xE7B4
0x95BB	0xE7B5
0x95BC	0xE7B6
0x95BD	0xE7B7
0x95BE	0xE7B8
0x95BF	0xE7B9
0x95C0	0xE7BA
0x95C1	0xE7BB
0x95C2	0xE7BC
0x95C3	0xE7BD
0x95C4	0xE7BE
0x95C5	0xE7BF
0x95C6	0xE7C0
0x95C7	0xE7C1
0x95C8	0xE7C2
0x95C9	0xE7C3
0x95CA	0xE7C4
0x95CB	0xE7C5
0x95CC	0xE7C6
0x95CD	0xE7C7
0x95CE	0xE7C8
0x95CF	0xE7C9
0x95D0	0xE7CA
0x95D1	0xE7CB
0x95D2	0xE7CC
0x95D3	0xE7CD
0x95D4	0xE7CE
0x95D5	0xE7CF
0x95D6	0xE7D0
0x95D7	0xE7D1
0x95D8	0xE7D2
0x95DA	0xE7D4
0x95DB	0xE7D5
0x95DC	0xE7D6
0x95DD	0xE7D7
0x95DE	0xE7D8
0x95DF	0xE7D9
0x95E0	0xE7DA
0x95E1	0xE7DB
0x95E2	0xE7DC
0x95E3	0xE7DD
0x95E4	0xE7DE
0x95E5	0xE7DF
0x95E6	0xE7E0
0x95E7	0xE7E1
0x95E8	0xE7E2
0x95E9	0xE7E3
0x95EA	0xE7E4
0x95EB	0xE7E5
0x95EC	0xE7E6
0x95ED	0xE7E7
0x95EE	0xE7E8
0x95EF	0xE7E9
0x95F0	0xE7EA
0x95F1	0xE7EB
0x95F2	0xE7EC
0x95F3	0xE7ED
0x95F4	0xE7EE
0x95F5	0xE7EF
0x95F6	0xE7F0
0x95F7	0xE7F1
0x95F8	0xE7F2
0x95F9	0xE7F3
0x95FA	0xE7F4
0x95FB	0xE7F5
0x95FC	0xE7F6
0x95FD	0xE7F7
0x95FE	0xE7F8
0x9640	0xE7F9
0x9641	0xE7FA
0x9642	0xE7FB
0x9643	0xE7FC
0x9CE4	0xE7FD
0x9645	0xE7FE
0x9646	0xE7FF
0x9647	0xE800
0x9648	0xE801
0x9649	0xE802
0x964A	0xE803
0x964B	0xE804
0x964C	0xE805
0x964D	0xE806
0x964E	0xE807
0x964F	0xE808
0x9650	0xE809
0x9651	0xE80A
0x9652	0xE80B
0x9653	0xE80C
0x9654	0xE80D
0x9655	0xE80E
0x9656	0xE80F
0x9657	0xE810
0x9658	0xE811
0x9659	0xE812
0x965A	0xE813
0x965B	0xE814
0x965C	0xE815
0x965D	0xE816
0x965E	0xE817
0x965F	0xE818
0x9660	0xE819
0x9661	0xE81A
0x9662	0xE81B
0x9663	0xE81C
0x9664	0xE81D
0x9665	0xE81E
0x9666	0xE81F
0x9667	0xE820
0x9668	0xE821
0x9669	0xE822
0x966A	0xE823
0x966B	0xE824
0x966C	0xE825
0x966D	0xE826
0x966E	0xE827
0x966F	0xE828
0x9670	0xE829
0x9671	0xE82A
0x9672	0xE82B
0x9673	0xE82C
0x9674	0xE82D
0x9675	0xE82E
0x9676	0xE82F
0x9677	0xE830
0x9678	0xE831
0x9679	0xE832
0x967A	0xE833
0x967B	0xE834
0x967C	0xE835
0x967D	0xE836
0x967E	0xE837
0x96A1	0xE838
0x96A2	0xE839
0x96A3	0xE83A
0x96A4	0xE83B
0x96A5	0xE83C
0x96A6	0xE83D
0x96A7	0xE83E
0x96A8	0xE83F
0x96A9	0xE840
0x96AA	0xE841
0x96AB	0xE842
0x96AC	0xE843
0x96AD	0xE844
0x96AE	0xE845
0x96AF	0xE846
0x96B0	0xE847
0x96B1	0xE848
0x96B2	0xE849
0x96B3	0xE84A
0x96B4	0xE84B
0x96B5	0xE84C
0x96B6	0xE84D
0x96B7	0xE84E
0x96B8	0xE84F
0x96B9	0xE850
0x96BA	0xE851
0x96BB	0xE852
0x96BC	0xE853
0x96BD	0xE854
0x96BE	0xE855
0x96BF	0xE856
0x96C0	0xE857
0x96C1	0xE858
0x96C2	0xE859
0x96C3	0xE85A
0x96C4	0xE85B
0x96C5	0xE85C
0x96C6	0xE85D
0x96C7	0xE85E
0x96C8	0xE85F
0x96C9	0xE860
0x96CA	0xE861
0x96CB	0xE862
0x96CC	0xE863
0x96CD	0xE864
0x96CE	0xE865
0x96CF	0xE866
0x96D0	0xE867
0x96D1	0xE868
0x96D2	0xE869
0x96D3	0xE86A
0x96D4	0xE86B
0x96D5	0xE86C
0x96D6	0xE86D
0x96D7	0xE86E
0x96D8	0xE86F
0x96D9	0xE870
0x96DA	0xE871
0x96DB	0xE872
0x96DC	0xE873
0x96DD	0xE874
0x96DE	0xE875
0x96DF	0xE876
0x96E0	0xE877
0x96E1	0xE878
0x96E2	0xE879
0x96E3	0xE87A
0x96E4	0xE87B
0x96E5	0xE87C
0x96E6	0xE87D
0x96E7	0xE87E
0x96E8	0xE87F
0x96E9	0xE880
0x96EA	0xE881
0x96EB	0xE882
0x96EC	0xE883
0x96EE	0xE884
0x96EE	0xE885
0x96EF	0xE886
0x96F0	0xE887
0x96F1	0xE888
0x96F2	0xE889
0x96F3	0xE88A
0x96F4	0xE88B
0x96F5	0xE88C
0x96F6	0xE88D
0x96F7	0xE88E
0x96F8	0xE88F
0x96F9	0xE890
0x96FA	0xE891
0x96FB	0xE892
0x96FD	0xE894
0x96FE	0xE895
0x9740	0xE896
0x9741	0xE897
0x9742	0xE898
0x9743	0xE899
0x9744	0xE89A
0x9745	0xE89B
0x9746	0xE89C
0x9747	0xE89D
0x9748	0xE89E
0x9749	0xE89F
0x974A	0xE8A0
0x974B	0xE8A1
0x974C	0xE8A2
0x974D	0xE8A3
0x974E	0xE8A4
0x974F	0xE8A5
0x9750	0xE8A6
0x9751	0xE8A7
0x9752	0xE8A8
0x9753	0xE8A9
0x9754	0xE8AA
0x9755	0xE8AB
0x9756	0xE8AC
0x9757	0xE8AD
0x9758	0xE8AE
0x9759	0xE8AF
0x975A	0xE8B0
0x975B	0xE8B1
0x975C	0xE8B2
0x975D	0xE8B3
0x975E	0xE8B4
0x975F	0xE8B5
0x9760	0xE8B6
0x9761	0xE8B7
0x9762	0xE8B8
0x9763	0xE8B9
0x9764	0xE8BA
0x9765	0xE8BB
0x9766	0xE8BC
0x9767	0xE8BD
0x9768	0xE8BE
0x9769	0xE8BF
0x976A	0xE8C0
0x976B	0xE8C1
0x976C	0xE8C2
0x976D	0xE8C3
0x976E	0xE8C4
0x976F	0xE8C5
0x9770	0xE8C6
0x9771	0xE8C7
0x9772	0xE8C8
0x9773	0xE8C9
0x9774	0xE8CA
0x9775	0xE8CB
0x9776	0xE8CC
0x9777	0xE8CD
0x9778	0xE8CE
0x9779	0xE8CF
0x977A	0xE8D0
0x977B	0xE8D1
0x977C	0xE8D2
0x977D	0xE8D3
0x977E	0xE8D4
0x97A1	0xE8D5
0x97A2	0xE8D6
0x97A3	0xE8D7
0x97A4	0xE8D8
0x97A5	0xE8D9
0x97A6	0xE8DA
0x97A7	0xE8DB
0x97A8	0xE8DC
0x97A9	0xE8DD
0x97AA	0xE8DE
0x97AB	0xE8DF
0x97AC	0xE8E0
0x97AD	0xE8E1
0x97AE	0xE8E2
0x97AF	0xE8E3
0x97B0	0xE8E4
0x97B1	0xE8E5
0x97B2	0xE8E6
0x97B3	0xE8E7
0x97B4	0xE8E8
0x97B5	0xE8E9
0x97B6	0xE8EA
0x97B7	0xE8EB
0x97B8	0xE8EC
0x97B9	0xE8ED
0x97BA	0xE8EE
0x97BB	0xE8EF
0x97BC	0xE8F0
0x97BD	0xE8F1
0x97BE	0xE8F2
0x97BF	0xE8F3
0x97C0	0xE8F4
0x97C1	0xE8F5
0x97C2	0xE8F6
0x97C3	0xE8F7
0x97C4	0xE8F8
0x97C5	0xE8F9
0x97C6	0xE8FA
0x97C7	0xE8FB
0x97C8	0xE8FC
0x97C9	0xE8FD
0x97CA	0xE8FE
0x97CB	0xE8FF
0x97CC	0xE900
0x97CD	0xE901
0x97CE	0xE902
0x97CF	0xE903
0x97D0	0xE904
0x97D1	0xE905
0x97D2	0xE906
0x97D3	0xE907
0x97D4	0xE908
0x97D5	0xE909
0x97D6	0xE90A
0x97D7	0xE90B
0x97D8	0xE90C
0x97D9	0xE90D
0x97DA	0xE90E
0x97DB	0xE90F
0x97DC	0xE910
0x97DD	0xE911
0x97DE	0xE912
0x97DF	0xE913
0x97E0	0xE914
0x97E1	0xE915
0x97E2	0xE916
0x97E3	0xE917
0x97E4	0xE918
0x97E5	0xE919
0x97E6	0xE91A
0x97E7	0xE91B
0x97E8	0xE91C
0x97E9	0xE91D
0x97EA	0xE91E
0x97EB	0xE91F
0x97EC	0xE920
0x97ED	0xE921
0x97EE	0xE922
0x97EF	0xE923
0x97F0	0xE924
0x97F1	0xE925
0x97F2	0xE926
0x97F3	0xE927
0x97F4	0xE928
0x97F5	0xE929
0x97F6	0xE92A
0x97F7	0xE92B
0x97F8	0xE92C
0x97F9	0xE92D
0x97FA	0xE92E
0x97FB	0xE92F
0x97FC	0xE930
0x97FD	0xE931
0x97FE	0xE932
0x9840	0xE933
0x9841	0xE934
0x9842	0xE935
0x9843	0xE936
0x9844	0xE937
0x9845	0xE938
0x9846	0xE939
0x9847	0xE93A
0x9848	0xE93B
0x9849	0xE93C
0x984A	0xE93D
0x984B	0xE93E
0x984C	0xE93F
0x984D	0xE940
0x984E	0xE941
0x984F	0xE942
0x9850	0xE943
0x9851	0xE944
0x9852	0xE945
0x9853	0xE946
0x9854	0xE947
0x9855	0xE948
0x9856	0xE949
0x9857	0xE94A
0x9858	0xE94B
0x9859	0xE94C
0x985A	0xE94D
0x985B	0xE94E
0x985C	0xE94F
0x985D	0xE950
0x985E	0xE951
0x985F	0xE952
0x9860	0xE953
0x9861	0xE954
0x9862	0xE955
0x9863	0xE956
0x9864	0xE957
0x9865	0xE958
0x9866	0xE959
0x9867	0xE95A
0x9868	0xE95B
0x9869	0xE95C
0x986A	0xE95D
0x986B	0xE95E
0x986C	0xE95F
0x986D	0xE960
0x986E	0xE961
0x986F	0xE962
0x9870	0xE963
0x9871	0xE964
0x9872	0xE965
0x9873	0xE966
0x9874	0xE967
0x9875	0xE968
0x9876	0xE969
0x9877	0xE96A
0x9878	0xE96B
0x9879	0xE96C
0x987A	0xE96D
0x987B	0xE96E
0x987C	0xE96F
0x987D	0xE970
0x987E	0xE971
0x98A1	0xE972
0x98A2	0xE973
0x98A3	0xE974
0x98A4	0xE975
0x98A5	0xE976
0x98A6	0xE977
0x98A7	0xE978
0x98A8	0xE979
0x98A9	0xE97A
0x98AA	0xE97B
0x98AB	0xE97C
0x98AC	0xE97D
0x98AD	0xE97E
0x98AE	0xE97F
0x98AF	0xE980
0x98B0	0xE981
0x98B1	0xE982
0x98B2	0xE983
0x98B3	0xE984
0x98B4	0xE985
0x98B5	0xE986
0x98B6	0xE987
0x98B7	0xE988
0x98B8	0xE989
0x98B9	0xE98A
0x98BA	0xE98B
0x98BB	0xE98C
0x98BC	0xE98D
0x98BD	0xE98E
0x98BE	0xE98F
0x98BF	0xE990
0x98C0	0xE991
0x98C1	0xE992
0x98C2	0xE993
0x98C3	0xE994
0x98C4	0xE995
0x98C5	0xE996
0x98C6	0xE997
0x98C7	0xE998
0x98C8	0xE999
0x98C9	0xE99A
0x98CA	0xE99B
0x98CB	0xE99C
0x98CC	0xE99D
0x98CD	0xE99E
0x98CE	0xE99F
0x98CF	0xE9A0
0x98D0	0xE9A1
0x98D1	0xE9A2
0x98D2	0xE9A3
0x98D3	0xE9A4
0x98D4	0xE9A5
0x98D5	0xE9A6
0x98D6	0xE9A7
0x98D7	0xE9A8
0x98D8	0xE9A9
0x98D9	0xE9AA
0x98DA	0xE9AB
0x98DB	0xE9AC
0x98DC	0xE9AD
0x98DD	0xE9AE
0x98DE	0xE9AF
0x98DF	0xE9B0
0x98E0	0xE9B1
0x98E1	0xE9B2
0x98E2	0xE9B3
0x98E3	0xE9B4
0x98E4	0xE9B5
0x98E5	0xE9B6
0x98E6	0xE9B7
0x98E7	0xE9B8
0x98E8	0xE9B9
0x98E9	0xE9BA
0x98EA	0xE9BB
0x98EB	0xE9BC
0x98EC	0xE9BD
0x98ED	0xE9BE
0x98EE	0xE9BF
0x98EF	0xE9C0
0x98F0	0xE9C1
0x98F1	0xE9C2
0x98F2	0xE9C3
0x98F3	0xE9C4
0x98F4	0xE9C5
0x98F5	0xE9C6
0x98F6	0xE9C7
0x98F7	0xE9C8
0x98F8	0xE9C9
0x98F9	0xE9CA
0x98FA	0xE9CB
0x98FB	0xE9CC
0x98FC	0xE9CD
0x98FD	0xE9CE
0x98FE	0xE9CF
0x9940	0xE9D0
0x9941	0xE9D1
0x9942	0xE9D2
0x9943	0xE9D3
0x9944	0xE9D4
0x9945	0xE9D5
0x9946	0xE9D6
0x9947	0xE9D7
0x9948	0xE9D8
0x9949	0xE9D9
0x994A	0xE9DA
0x994B	0xE9DB
0x994C	0xE9DC
0x994D	0xE9DD
0x994E	0xE9DE
0x994F	0xE9DF
0x9950	0xE9E0
0x9951	0xE9E1
0x9952	0xE9E2
0x9953	0xE9E3
0x9954	0xE9E4
0x9955	0xE9E5
0x9956	0xE9E6
0x9957	0xE9E7
0x9958	0xE9E8
0x9959	0xE9E9
0x995A	0xE9EA
0x995B	0xE9EB
0x995C	0xE9EC
0x995D	0xE9ED
0x995E	0xE9EE
0x995F	0xE9EF
0x9960	0xE9F0
0x9961	0xE9F1
0x9962	0xE9F2
0x9963	0xE9F3
0x9964	0xE9F4
0x9965	0xE9F5
0x9966	0xE9F6
0x9967	0xE9F7
0x9968	0xE9F8
0x9969	0xE9F9
0x996A	0xE9FA
0x996B	0xE9FB
0x996C	0xE9FC
0x996D	0xE9FD
0x996E	0xE9FE
0x996F	0xE9FF
0x9970	0xEA00
0x9971	0xEA01
0x9972	0xEA02
0x9973	0xEA03
0x9974	0xEA04
0x9975	0xEA05
0x9976	0xEA06
0x9977	0xEA07
0x9978	0xEA08
0x9979	0xEA09
0x997A	0xEA0A
0x997B	0xEA0B
0x997C	0xEA0C
0x997D	0xEA0D
0x997E	0xEA0E
0x99A1	0xEA0F
0x99A2	0xEA10
0x99A3	0xEA11
0x99A4	0xEA12
0x99A5	0xEA13
0x99A6	0xEA14
0x99A7	0xEA15
0x99A8	0xEA16
0x99A9	0xEA17
0x99AA	0xEA18
0x99AB	0xEA19
0x99AC	0xEA1A
0x99AD	0xEA1B
0x99AE	0xEA1C
0x99AF	0xEA1D
0x99B0	0xEA1E
0x99B1	0xEA1F
0x99B2	0xEA20
0x99B3	0xEA21
0x99B4	0xEA22
0x99B5	0xEA23
0x99B6	0xEA24
0x99B7	0xEA25
0x99B8	0xEA26
0x99B9	0xEA27
0x99BA	0xEA28
0x99BB	0xEA29
0x99BC	0xEA2A
0x99BD	0xEA2B
0x99BE	0xEA2C
0x99BF	0xEA2D
0x99C0	0xEA2E
0x99C1	0xEA2F
0x99C2	0xEA30
0x99C3	0xEA31
0x99C4	0xEA32
0x99C5	0xEA33
0x99C6	0xEA34
0x99C7	0xEA35
0x99C8	0xEA36
0x99C9	0xEA37
0x99CA	0xEA38
0x99CB	0xEA39
0x99CC	0xEA3A
0x99CD	0xEA3B
0x99CE	0xEA3C
0x99CF	0xEA3D
0x99D0	0xEA3E
0x99D1	0xEA3F
0x99D2	0xEA40
0x99D3	0xEA41
0x99D4	0xEA42
0x99D5	0xEA43
0x99D6	0xEA44
0x99D7	0xEA45
0x99D8	0xEA46
0x99D9	0xEA47
0x99DA	0xEA48
0x99DB	0xEA49
0x99DC	0xEA4A
0x99DD	0xEA4B
0x99DE	0xEA4C
0x99DF	0xEA4D
0x99E0	0xEA4E
0x99E1	0xEA4F
0x99E2	0xEA50
0x99E3	0xEA51
0x99E4	0xEA52
0x99E5	0xEA53
0x99E6	0xEA54
0x99E7	0xEA55
0x99E8	0xEA56
0x99E9	0xEA57
0x99EA	0xEA58
0x99EB	0xEA59
0x99EC	0xEA5A
0x99ED	0xEA5B
0x99EE	0xEA5C
0x99EF	0xEA5D
0x99F0	0xEA5E
0x99F1	0xEA5F
0x99F2	0xEA60
0x99F3	0xEA61
0x99F4	0xEA62
0x99F5	0xEA63
0x99F6	0xEA64
0x99F7	0xEA65
0x99F8	0xEA66
0x99F9	0xEA67
0x99FA	0xEA68
0x99FB	0xEA69
0x99FC	0xEA6A
0x99FD	0xEA6B
0x99FE	0xEA6C
0x9A40	0xEA6D
0x9A41	0xEA6E
0x9A42	0xEA6F
0x9A43	0xEA70
0x9A44	0xEA71
0x9A45	0xEA72
0x9A46	0xEA73
0x9A47	0xEA74
0x9A48	0xEA75
0x9A49	0xEA76
0x9A4A	0xEA77
0x9A4B	0xEA78
0x9A4C	0xEA79
0x9A4D	0xEA7A
0x9A4E	0xEA7B
0x9A4F	0xEA7C
0x9A50	0xEA7D
0x9A51	0xEA7E
0x9A52	0xEA7F
0x9A53	0xEA80
0x9A54	0xEA81
0x9A55	0xEA82
0x9A56	0xEA83
0x9A57	0xEA84
0x9A58	0xEA85
0x9A59	0xEA86
0x9A5A	0xEA87
0x9A5B	0xEA88
0x9A5C	0xEA89
0x9A5D	0xEA8A
0x9A5E	0xEA8B
0x9A5F	0xEA8C
0x9A60	0xEA8D
0x9A61	0xEA8E
0x9A62	0xEA8F
0x9A63	0xEA90
0x9A64	0xEA91
0x9A65	0xEA92
0x9A66	0xEA93
0x9A67	0xEA94
0x9A68	0xEA95
0x9A69	0xEA96
0x9A6A	0xEA97
0x9A6B	0xEA98
0x9A6C	0xEA99
0x9A6D	0xEA9A
